family,method,budget,n_rows,mean_rmse_true_teacher,mean_rmse_model_teacher,mean_false_credit_mass_true,max_false_credit_mass_true,topset_recovery,mean_max_estimator_variance,max_estimator_variance,mean_actual_evaluations,mean_model_teacher_false_mass_true
E2_CONTEXT_SIGN_FLIP,DOUBLE_ANTITHETIC_CRN_MC,128,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,129.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,DOUBLE_ANTITHETIC_CRN_MC,256,512,4.6129271189793253e-17,4.6129271189793253e-17,0.0,0.0,1.0,0.0,0.0,257.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,LEGACY_INDEPENDENT_MC,8,512,0.6435912531706346,0.6435912531706346,0.5115885416666667,1.0,0.748046875,1.087890625,4.0,9.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,LEGACY_INDEPENDENT_MC,16,512,0.4446197033493389,0.4446197033493389,0.4806601872519841,1.0,0.869140625,0.4466145833333333,1.0,17.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,LEGACY_INDEPENDENT_MC,32,512,0.33208763616270864,0.33208763616270864,0.4457664731102231,1.0,0.921875,0.19737025669642858,0.49107142857142855,33.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,LEGACY_INDEPENDENT_MC,64,512,0.23459531941276054,0.23459531941276054,0.3623790577860164,0.8571428571428571,0.98828125,0.087225341796875,0.16666666666666666,65.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,LEGACY_INDEPENDENT_MC,128,512,0.169394967814456,0.169394967814456,0.29356913590188405,0.5862068965517241,1.0,0.04001199045488911,0.06842237903225806,129.0,1.1024980841461971e-16
E2_CONTEXT_SIGN_FLIP,LEGACY_INDEPENDENT_MC,256,512,0.11622974445440322,0.11622974445440322,0.22354791375759553,0.4489795918367347,1.0,0.018478121076311384,0.027715773809523808,257.0,1.1024980841461971e-16
E3_PRECISELY_WRONG_MODEL,ANTITHETIC_CRN_MC,8,768,0.6363961030678927,6.683026977654012e-17,0.9,0.9000000000000001,0.0,0.0,0.0,9.0,0.9
E3_PRECISELY_WRONG_MODEL,ANTITHETIC_CRN_MC,16,768,0.6363961030678927,6.711142421451762e-17,0.9,0.9000000000000001,0.0,8.033485126099622e-34,1.232595164407831e-32,17.0,0.9
E3_PRECISELY_WRONG_MODEL,ANTITHETIC_CRN_MC,32,768,0.6363961030678927,6.637098533115651e-17,0.9,0.9000000000000001,0.0,4.6973799142726e-34,4.108650548026103e-33,33.0,0.9
E3_PRECISELY_WRONG_MODEL,ANTITHETIC_CRN_MC,64,768,0.6363961030678927,6.608009684403224e-17,0.9,0.9000000000000001,0.0,2.057361407993461e-34,1.7608502348683298e-33,65.0,0.9
E3_PRECISELY_WRONG_MODEL,ANTITHETIC_CRN_MC,128,768,0.6363961030678927,6.645586688466153e-17,0.9,0.9000000000000001,0.0,1.0460123419743783e-34,8.217301096052206e-34,129.0,0.9
E3_PRECISELY_WRONG_MODEL,ANTITHETIC_CRN_MC,256,768,0.6363961030678927,6.654329688470684e-17,0.9,0.9000000000000001,0.0,5.322638420523318e-35,3.976113433573648e-34,257.0,0.9
E3_PRECISELY_WRONG_MODEL,CRN_CHAIN_MC,8,768,0.6719452136698744,0.22207192122414535,0.69436615330941,1.0,0.24609375,0.43785156250000007,0.8100000000000003,9.0,0.9
E3_PRECISELY_WRONG_MODEL,CRN_CHAIN_MC,16,768,0.6597166009639469,0.1813339579718715,0.831563580357665,1.0,0.0703125,0.20020182291666666,0.2700000000000001,17.0,0.9
E3_PRECISELY_WRONG_MODEL,CRN_CHAIN_MC,32,768,0.6432721747012033,0.1321677035578032,0.8789787897539002,1.0,0.009114583333333334,0.10013567243303573,0.11571428571428576,33.0,0.9
E3_PRECISELY_WRONG_MODEL,CRN_CHAIN_MC,64,768,0.6393132387525373,0.0874291744529762,0.8929709348335017,0.9642857142857142,0.0,0.050842529296875,0.05400000000000002,65.0,0.9
E3_PRECISELY_WRONG_MODEL,CRN_CHAIN_MC,128,768,0.6426822191103537,0.06470683133847255,0.8982896397457699,0.9519230769230769,0.0,0.025276617234753027,0.026129032258064525,129.0,0.9
E3_PRECISELY_WRONG_MODEL,CRN_CHAIN_MC,256,768,0.6374630854389075,0.04423508360816853,0.8984754694878393,0.9386503067484664,0.0,0.01266643524169922,0.012857142857142862,257.0,0.9
E3_PRECISELY_WRONG_MODEL,DOUBLE_ANTITHETIC_CRN_MC,8,768,0.6363961030678927,6.64699548795197e-17,0.9,0.9000000000000001,0.0,0.0,0.0,17.0,0.9
E3_PRECISELY_WRONG_MODEL,DOUBLE_ANTITHETIC_CRN_MC,16,768,0.6363961030678927,6.570345512605417e-17,0.9,0.9000000000000001,0.0,0.0,0.0,17.0,0.9
E3_PRECISELY_WRONG_MODEL,DOUBLE_ANTITHETIC_CRN_MC,32,768,0.6363961030678927,6.648181625750313e-17,0.9,0.9000000000000001,0.0,4.893818081343347e-34,6.162975822039155e-33,33.0,0.9
E3_PRECISELY_WRONG_MODEL,DOUBLE_ANTITHETIC_CRN_MC,64,768,0.6363961030678927,6.588770165885569e-17,0.9,0.9000000000000001,0.0,2.2692787832140833e-34,2.0543252740130515e-33,65.0,0.9
E3_PRECISELY_WRONG_MODEL,DOUBLE_ANTITHETIC_CRN_MC,128,768,0.6363961030678927,6.684940483551746e-17,0.9,0.9000000000000001,0.0,1.092157398941134e-34,8.804251174341649e-34,129.0,0.9
E3_PRECISELY_WRONG_MODEL,DOUBLE_ANTITHETIC_CRN_MC,256,768,0.6363961030678927,6.71728745046721e-17,0.9,0.9000000000000001,0.0,5.830347491691807e-35,4.108650548026103e-34,257.0,0.9
E3_PRECISELY_WRONG_MODEL,LEGACY_INDEPENDENT_MC,8,768,0.8488816771600857,0.5819750805094592,0.7957791704758078,1.0,0.22786458333333334,0.9588411458333334,4.0,9.0,0.9
E3_PRECISELY_WRONG_MODEL,LEGACY_INDEPENDENT_MC,16,768,0.7366455916016874,0.4212595109309945,0.8012996477312758,1.0,0.13671875,0.37421875000000004,1.1425,17.0,0.9
E3_PRECISELY_WRONG_MODEL,LEGACY_INDEPENDENT_MC,32,768,0.6860774155886441,0.3028986696848862,0.8379619834436413,1.0,0.0546875,0.16129871186755954,0.4513392857142858,33.0,0.9
E3_PRECISELY_WRONG_MODEL,LEGACY_INDEPENDENT_MC,64,768,0.665227743143745,0.20723721658693592,0.8675729342596054,1.0,0.010416666666666666,0.07088589138454861,0.12390624999999998,65.0,0.9
E3_PRECISELY_WRONG_MODEL,LEGACY_INDEPENDENT_MC,128,768,0.6505295848768929,0.14980025773274763,0.8861855146163728,1.0,0.0013020833333333333,0.0323316643827705,0.05459551411290323,129.0,0.9
E3_PRECISELY_WRONG_MODEL,LEGACY_INDEPENDENT_MC,256,768,0.6423455057730291,0.10664805766741368,0.8981949364806082,1.0,0.0,0.015338854915881285,0.022880549355158732,257.0,0.9
